week,collected_date,environmental_location,microcystin,x16s,mcy_a_m,mcy_a_p,mcy_a_a,doc_ppm,tkp_mg_p_l,tkn_mg_n_l,cl_mg_cl_l,p_h,mcya_16s,category_d,category_d_ahead,ortho_p_mg_p_l,month(collected_date)
14,2020-08-17,Lake Wapello Beach,0.465,4939572.17184309,0,0,0,6.55828,0.169,0.955,3.808,8.96,0,1,1,0.002,8
15,2020-08-26,Lake Wapello Beach,0.688,931784.337989593,0,0,0,5.934,0.075,0.81,5.383,8.502,0,1,1,0,8
16,2020-09-01,Lake Wapello Beach,0.38,1609902.02640016,0,0,0,7.8232,0.087,0.837,2.988,9.2,0,1,NA,0.022,9
1,2020-05-19,Lewis and Clark (Blue Lake) Beach,0.085,6549423.61571158,77735.7014139609,0,0,7.169,0.054,0.789,13.237,8.4,0.0118690904688893,1,1,0,5
2,2020-05-26,Lewis and Clark (Blue Lake) Beach,0,26863608.0722162,0,0,0,6.421,0.09,0.781,12.207,8.2,0,1,1,0,5
3,2020-06-02,Lewis and Clark (Blue Lake) Beach,0,54745287.8078677,0,0,0,6.917,0.167,0.986,13.304,8.34,0,1,1,0.004,6
4,2020-06-09,Lewis and Clark (Blue Lake) Beach,0.2,9399961.37215362,22689.6480860059,0,0,6.22064,0.448,1.008,13.295,8.46,0.00241380226872225,1,1,0.002,6
5,2020-06-16,Lewis and Clark (Blue Lake) Beach,0.18,12486833.2193663,0,0,0,12.64628,0.289,1.323,13.59,8.49,0,1,1,0.002,6
6,2020-06-23,Lewis and Clark (Blue Lake) Beach,0.38,3280550.87416387,6229.46071608688,0,0,5.438,0.037,1.056,13.12,8.52,0.00189890690772311,1,1,0.002,6
7,2020-06-29,Lewis and Clark (Blue Lake) Beach,0.068,26295810.6038213,0,0,0,5.703,0.228,1.061,13.381,8.49,0,1,1,0.001,6
8,2020-07-07,Lewis and Clark (Blue Lake) Beach,0.69,2942282.8869791,6917.03489555288,0,0,6.222,0.122,1.076,12.226,8.31,0.00235090749640825,1,1,0.003,7
9,2020-07-13,Lewis and Clark (Blue Lake) Beach,5.485,7635179.87642975,0,0,0,7.483,0.23,1.384,13.636,8.34916666666667,0,1,1,0.006,7
10,2020-07-21,Lewis and Clark (Blue Lake) Beach,0.207,3158873.11683619,0,0,0,7.206,0.119,1.225,31.272,8.64,0,1,1,0.003,7
11,2020-07-28,Lewis and Clark (Blue Lake) Beach,0.235,8156457.79423213,0,0,0,7.198674512,0.248,1.302,14.116,8.34916666666667,0,1,1,0.004,7
12,2020-08-05,Lewis and Clark (Blue Lake) Beach,0.632,5862592.400757,0,0,0,4.109,0.283,1.374,13.24,8.48,0,1,1,0.003,8
13,2020-08-11,Lewis and Clark (Blue Lake) Beach,0.338,5774237.86065888,81560.9147582624,0,0,7.046,0.309,1.346,15.098,8.73,0.014124966225232,1,1,0,8
14,2020-08-19,Lewis and Clark (Blue Lake) Beach,1.287,2190341.97072721,0,0,0,7.452,0.231,1.365,13.293,8.7,0,1,1,0.003,8
15,2020-08-24,Lewis and Clark (Blue Lake) Beach,0.623,1882182.51245012,0,0,0,5.811,0.146,1.476,14.086,8.62,0,1,1,0.002,8
16,2020-09-02,Lewis and Clark (Blue Lake) Beach,0.55,3253813.20678883,0,0,0,7.40918,0.259,1.641,12.648,8.48,0,1,NA,0.012,9
1,2020-05-18,Lower Pine Lake Beach,0.3,1286236.65324797,0,0,0,4.422,0.025,0.725,14.8,8.42,0,1,1,0.001,5
2,2020-05-26,Lower Pine Lake Beach,0.095,18047189.2514298,0,0,0,3.751,0.06,0.874,14.463,8.63,0,1,1,0.004,5
3,2020-06-01,Lower Pine Lake Beach,0,14220842.4070317,0,0,0,3.38,0.086,0.926,14.505,8.33,0,1,1,0.006,6
4,2020-06-08,Lower Pine Lake Beach,0.095,3155871.11884564,0,0,0,3.4688,0.359,0.929,14.549,8.44,0,1,1,0.003,6
5,2020-06-15,Lower Pine Lake Beach,0.085,3116151.47840651,0,0,0,3.9184,0.283,0.922,14.551,8.44,0,1,1,0.001,6
6,2020-06-22,Lower Pine Lake Beach,0.232,1651594.42535804,0,0,0,4.29,0.256,1.327,13.493,8.08,0,1,1,0.013,6
7,2020-07-01,Lower Pine Lake Beach,0,11909672.1277152,0,0,0,4.316,0.426,1.145,12.791,8.57,0,1,1,0.005,7
8,2020-07-06,Lower Pine Lake Beach,0.213,2536950.79365076,4807.63150403139,0,0,3.894,0.207,1.247,14.514,8.32,0.00189504326061959,1,1,0.008,7
9,2020-07-13,Lower Pine Lake Beach,0.608,11322753.1593476,0,0,0,3.573,0.19,1.488,14.153,8.89,0,1,1,0.003,7
10,2020-07-20,Lower Pine Lake Beach,0.368,4286896.09680114,0,0,0,5.477,0.241,1.364,15.002,8.84,0,1,1,0.008,7
11,2020-07-27,Lower Pine Lake Beach,0.135,5458846.4195977,0,0,0,4.17042071,0.367,1.628,15.123,8.66,0,1,1,0.004,7
12,2020-08-03,Lower Pine Lake Beach,0.298,3425320.76065844,247530.941103186,0,0,2.798,0.168,1.986,15.353,8.49,0.0722650398018793,1,1,0.01,8
13,2020-08-10,Lower Pine Lake Beach,2.523,8735255.22272614,492253.745261965,0,0,4.604,0.307,3.515,16.286,9.43,0.0563525315186314,1,1,0.01,8
14,2020-08-19,Lower Pine Lake Beach,0.97,1965156.57336799,193276.009741929,0,0,3.033,0.297,2.836,14.672,9.06,0.0983514557370266,1,1,0.008,8
15,2020-08-26,Lower Pine Lake Beach,0.498,1526306.15186118,0,0,0,3.564,0.339,2.508,13.522,9.41,0,1,1,0.004,8
16,2020-09-02,Lower Pine Lake Beach,0.218,1364851.98159891,0,0,0,3.88112,0.324,2.329,15.066,9.47,0,1,NA,0.014,9
10,2020-07-21,Marble Beach,1.242,8152747.32816264,294573.34101748,0,0,5.419,0.655,0.744,27.31,8.39,0.0361317883604602,1,1,0.005,7
11,2020-07-28,Marble Beach,0.01,2636543.46002374,91751.6094019117,0,0,4.939540635,0.197,0.734,13.711,8.39,0.0347999609310766,1,1,0.004,7
12,2020-08-03,Marble Beach,1.64,3276362.00654521,44331.1598413851,0,0,5.346,0.284,2.484,13.604,8.62,0.0135306049065471,1,1,0.005,8
13,2020-08-10,Marble Beach,3.422,1112452.04536972,0,0,0,5.078,0.147,1.021,15.558,8.54,0,1,1,0.004,8
14,2020-08-18,Marble Beach,1.865,1459945.31758556,69670.6832804383,0,0,3.85,0.538,0.834,13.254,8.54,0.0477214334271498,1,1,0.006,8
15,2020-08-25,Marble Beach,1.903,1894276.88216871,99667.9263018562,0,0,3.861,0.06,0.961,14.494,8.46,0.0526152893698142,1,3,0.002,8
16,2020-09-02,Marble Beach,15.19,2111414.56756661,416215.470768511,0,0,5.9055,0.239,1.645,13.607,8.83,0.197126361237621,3,NA,0.01,9
1,2020-05-20,McIntosh Woods Beach,0.918,5221742.47470527,167829.514792296,0,0,8.603,0.036,1.079,12.625,8.6,0.0321405193008429,1,1,0,5
2,2020-05-27,McIntosh Woods Beach,1.205,15151361.8995059,27822.6966866525,0,0,7.994,0.049,0.794,12.424,8.11,0.00183631655498638,1,1,0,5
3,2020-06-03,McIntosh Woods Beach,0.57,2433071.42915803,48794.3480529671,0,0,7.615,0.103,0.907,13.422,8.19,0.0200546303196091,1,1,0.03,6
4,2020-06-10,McIntosh Woods Beach,0.712,2299467.27906532,175112.570381881,0,0,7.83056,0.277,1.057,19.507,8.15,0.0761535386809506,1,1,0.002,6
5,2020-06-17,McIntosh Woods Beach,1.36,2472841.51382606,68564.908042734,0,0,7.8531,0.188,0.943,12.927,8.31,0.0277271744506781,1,1,0.001,6
6,2020-06-24,McIntosh Woods Beach,6.94,10273272.3191895,2250624.7438379,0,0,8.081,0.477,2.214,12.427,8.53,0.219075740806943,1,1,0.001,6
7,2020-06-30,McIntosh Woods Beach,1.08,3319606.36128303,157225.266446648,0,0,7.039,0.206,0.936,12.515,8.06,0.0473626235569328,1,1,0.001,6
8,2020-07-08,McIntosh Woods Beach,1.86,6822319.13951082,866691.923161024,0,0,7.895,0.141,1.861,12.865,8.4,0.127037727998044,1,1,0.002,7
9,2020-07-14,McIntosh Woods Beach,3.142,11128967.3142989,1394381.64266522,0,0,7.362,0.143,1.359,13.492,8.44,0.125292994694455,1,1,0,7
10,2020-07-22,McIntosh Woods Beach,2.53,8484373.39999041,693937.309757459,0,0,8.149,0.302,1.482,12.084,8.24,0.0817900482501446,1,1,0.004,7
11,2020-07-29,McIntosh Woods Beach,1.418,10140685.5901626,335925.56288983,0,0,7.99523331,0.237,1.297,13.226,8.4475,0.0331265139721625,1,1,0.004,7
12,2020-08-05,McIntosh Woods Beach,1.845,9550550.43953487,274670.451815112,0,0,6.446,0.286,1.241,13.417,8.75,0.028759646216631,1,1,0.002,8
13,2020-08-12,McIntosh Woods Beach,2.225,9543680.53633421,104992.897064983,196603.230364968,0,7.153,0.117,1.215,13.352,8.38,0.0110013004590063,1,1,0.004,8
14,2020-08-19,McIntosh Woods Beach,1.457,2136920.71045168,201168.281019451,0,0,5.378,0.182,1.277,12.719,8.54,0.0941393286309301,1,1,0.007,8
15,2020-08-23,McIntosh Woods Beach,1.53,2366193.89804725,183861.56994253,0,0,5.334,0.061,1.214,12.049,8.72,0.0777035094606009,1,1,0.003,8
16,2020-09-02,McIntosh Woods Beach,1.757,1819704.3758652,168328.362522161,0,0,7.71906,0.14,1.27,13.14,9.01,0.0925031366384045,1,NA,0.02,9
1,2020-05-18,Nine Eagles Beach,0.155,1478105.89477903,0,0,0,7.815,0.049,0.569,2.113,8.3,0,1,1,0,5
2,2020-05-27,Nine Eagles Beach,0.115,11321946.9618738,0,0,0,7.194,0.053,0.478,1.438,8.73,0,1,1,0.001,5
3,2020-06-01,Nine Eagles Beach,0,7785781.92526515,0,0,0,6.43,0.041,0.479,1.276,8.69,0,1,1,0.001,6
4,2020-06-08,Nine Eagles Beach,0.093,2831037.75025965,0,0,0,10.3304,0.171,0.603,0.97,8.85,0,1,1,0.001,6
5,2020-06-15,Nine Eagles Beach,0.068,2426356.09725302,0,0,0,6.66758,0.165,0.446,1.152,8.77444444444444,0,1,1,0.002,6
6,2020-06-22,Nine Eagles Beach,0.36,1418560.86109203,0,0,0,6.798,0.068,0.677,1.451,8.86,0,1,1,0.001,6
7,2020-06-29,Nine Eagles Beach,0.213,12038386.941693,0,0,0,6,0.231,0.41,1.298,9.04,0,1,1,0,6
8,2020-07-06,Nine Eagles Beach,0.317,757965.944957378,0,0,0,6.391,0.19,0.346,1.422,8.98,0,1,1,0.003,7
9,2020-07-14,Nine Eagles Beach,0.56,2506749.07361228,0,0,0,5.554,0.186,0.467,1.143,8.86,0,1,1,0.003,7
10,2020-07-20,Nine Eagles Beach,0.108,8560448.29013821,0,0,0,5.941,0.222,0.393,1.385,8.46,0,1,1,0.009,7
11,2020-07-27,Nine Eagles Beach,0.44,3188095.25538695,0,0,0,5.6539491102,0.339,0.463,1.232,8.52,0,1,1,0.003,7
12,2020-08-03,Nine Eagles Beach,0.29,4581010.53340604,0,0,0,5.701,0.243,0.455,1.247,8.61,0,1,1,0.003,8
13,2020-08-11,Nine Eagles Beach,0.105,1572672.2836314,0,0,0,5.69,0.223,0.442,1.037,8.44818181818182,0,1,1,0,8
14,2020-08-18,Nine Eagles Beach,0.248,2151088.25619808,0,0,0,4.543,0.091,0.42,0.926,8.41,0,1,1,0.002,8
15,2020-08-25,Nine Eagles Beach,0.54,1168912.6274379,0,0,0,4.781,0.062,0.522,1.031,8.44818181818182,0,1,1,0.003,8
16,2020-09-01,Nine Eagles Beach,0.127,1986079.28466085,0,0,0,5.49656,0.122,0.472,2.712,8.5577702020202,0,1,NA,0.018,9
1,2020-05-19,North Twin Lake East Beach,0.505,5962303.33519728,61721.4582269141,0,0,8.296,0.004,1.017,19.013,8.38,0.0103519486944842,1,1,0,5
2,2020-05-26,North Twin Lake East Beach,1.992,10459518.2940665,56286.1081535379,0,0,9.396,0.061,1.084,18.807,8.21,0.00538132890741898,1,1,0,5
3,2020-06-02,North Twin Lake East Beach,0.56,3225202.76248706,0,0,0,7.224,0.065,1.185,18.98,8.5,0,1,1,0.002,6
4,2020-06-09,North Twin Lake East Beach,1.818,4371008.24012657,529086.943872791,0,0,8.08256,0.183,1.575,19.178,8.49,0.121044599965675,1,1,0.002,6
5,2020-06-16,North Twin Lake East Beach,1.28,8295890.46191961,34982.5366811513,0,0,8.48382,0.205,1.274,20.234,8.5,0.00421685132436724,1,1,0.001,6
6,2020-06-23,North Twin Lake East Beach,1.663,6532969.2728647,81714.8622302712,0,0,8.395,0.207,0.935,19.793,8.6,0.0125080738661487,1,1,0.003,6
7,2020-06-30,North Twin Lake East Beach,1.725,9312485.19266485,44196.6113897604,0,0,7.928,0.224,1.167,19.165,8.24,0.00474595239352141,1,1,0.002,6
8,2020-07-07,North Twin Lake East Beach,2.403,21848333.085806,181498.000445659,0,0,7.953,0.228,1.343,19.664,8.42,0.00830717838898068,1,1,0.003,7
9,2020-07-15,North Twin Lake East Beach,0.928,23822386.9117755,258748.045061054,0,0,8.08,0.35,1.107,20.487,8.32,0.0108615499370113,1,1,0.001,7
10,2020-07-21,North Twin Lake East Beach,0.51,38836830.6178185,123555.935400295,0,0,8.435,0.12,0.844,21.004,8.34,0.00318141139312247,1,1,0.003,7
11,2020-07-28,North Twin Lake East Beach,0.4,9333237.6126289,0,0,0,8.229710952,0.186,1.698,21.159,8.44,0,1,1,0.005,7
12,2020-08-04,North Twin Lake East Beach,0.745,7769237.60715798,0,0,0,9.488,0.392,1.727,20.87,8.28,0,1,1,0.002,8
13,2020-08-11,North Twin Lake East Beach,0.41,12601052.1051796,106078.975133611,0,0,8.403,0.193,1.366,22.245,8.58,0.0084182633519949,1,1,0.006,8
14,2020-08-18,North Twin Lake East Beach,0.742,1863638.00713982,0,0,0,2.802,0.345,1.534,20.982,0,0,1,1,0.006,8
15,2020-08-26,North Twin Lake East Beach,0.587,3557734.4282871,0,0,0,6.089,0.31,1.512,21.252,8.86,0,1,1,0.008,8
16,2020-09-01,North Twin Lake East Beach,0.625,6049661.09654617,0,0,0,9.51611,0.167,1.489,23.068,8.6,0,1,NA,0.022,9
1,2020-05-19,North Twin Lake West Beach,0.49,12150766.5591481,64040.2328642395,0,0,9.51,0.023,1.008,19.093,8.4,0.00527046853813718,1,1,0,5
2,2020-05-26,North Twin Lake West Beach,0.567,14068625.8991344,64560.495413922,0,0,8.807,0.043,1.07,19.131,8.2,0.00458896951818828,1,1,0.001,5
3,2020-06-02,North Twin Lake West Beach,0.49,2297313.697939,0,0,0,8.048,0.075,1.145,19.113,8.5,0,1,1,0.002,6
4,2020-06-09,North Twin Lake West Beach,3.447,3923053.33410061,540755.008430462,0,0,8.25824,0.695,1.54,20.035,8.46,0.137840340769783,1,1,0.002,6
5,2020-06-16,North Twin Lake West Beach,1.7,12549851.5334276,34421.5762508161,0,0,8.3641,0.193,1.232,20.256,8.8,0.00274278752693856,1,1,0.002,6
6,2020-06-23,North Twin Lake West Beach,0.597,4313445.3981406,0,0,0,8.738,0.181,1.304,20.07,8.4,0,1,1,0.004,6
7,2020-06-30,North Twin Lake West Beach,1.097,4542738.65179045,54329.5885072197,0,0,7.69,0.245,1.23,19.826,8.32,0.0119596553250552,1,1,0.001,6
8,2020-07-07,North Twin Lake West Beach,0.842,20120570.2595775,0,0,0,7.796,0.171,1.144,19.708,8.4,0,1,1,0.003,7
9,2020-07-15,North Twin Lake West Beach,0.85,20385459.1915331,270831.912471773,0,0,7.932,0.243,1.579,20.154,8.35,0.0132855438735596,1,1,0.001,7
10,2020-07-21,North Twin Lake West Beach,0.767,34264970.5062634,0,0,0,4.546,0.164,1.54,20.312,8.35,0,1,1,0.008,7
11,2020-07-28,North Twin Lake West Beach,0.202,11270131.6016271,119842.581145399,0,0,8.534032998,0.412,1.494,20.91,8.5,0.0106336452298478,1,1,0.004,7
12,2020-08-04,North Twin Lake West Beach,0.695,13758546.8593241,0,0,0,4.741,0.23,1.645,21.304,8.37,0,1,1,0.004,8
13,2020-08-11,North Twin Lake West Beach,0.327,5289556.59138727,0,0,0,8.606,0.164,1.578,22.132,8.62,0,1,1,0.003,8
14,2020-08-18,North Twin Lake West Beach,0.533,4399617.40561129,0,0,0,5.945,0.208,1.362,20.379,8.48636363636364,0,1,1,0.005,8
15,2020-08-26,North Twin Lake West Beach,0.205,5121302.01218882,19207.2244346739,0,0,6.241,0.245,1.378,19.734,8.82,0.00375045728390169,1,1,0.006,8
16,2020-09-01,North Twin Lake West Beach,0.325,8381014.9690462,0,0,0,9.60501,0.226,1.338,19.658,8.64,0,1,NA,0.012,9
1,2020-05-19,Pike's Point Beach,0.16,2883359.18742023,0,0,0,6.281,-0.01,0.486,23.583,8.56,0,1,1,0.004,5
2,2020-05-26,Pike's Point Beach,0.21,7687091.17756637,0,0,0,5.618,0.054,0.461,21.605,8.41,0,1,1,0.003,5
3,2020-06-02,Pike's Point Beach,0,8415253.69753053,0,0,0,4.852,0.033,0.523,23.111,8.55,0,1,1,0.002,6
4,2020-06-09,Pike's Point Beach,0.142,3284819.69754846,0,0,0,5.1608,0.161,0.611,22.244,8.45,0,1,1,0.002,6
5,2020-06-16,Pike's Point Beach,0.068,5359652.64762118,0,0,0,5.24408,0.145,0.548,23.2,8.49,0,1,1,0.003,6
6,2020-06-23,Pike's Point Beach,0.127,742734.760715645,0,0,0,5.757,0.02,0.621,23.286,8.34,0,1,1,0.004,6
7,2020-06-29,Pike's Point Beach,0,8980331.65763423,0,0,0,5.127,0.121,0.58,22.589,8.2,0,1,1,0.002,6
8,2020-07-07,Pike's Point Beach,0.368,1271472.58518798,9932.08943883419,0,0,5.026,0.128,0.745,22.8,8.42,0.00781148532381907,1,1,0.008,7
9,2020-07-14,Pike's Point Beach,0.482,7100811.19810644,120699.257577721,0,0,5.44,0.264,0.693,23.106,8.4,0.0169979533619916,1,1,0.001,7
10,2020-07-21,Pike's Point Beach,0.213,2867687.10073484,56270.8809040072,0,0,5.274,0.262,0.664,22.741,8.28916666666667,0.0196223921673978,1,1,0.006,7
11,2020-07-28,Pike's Point Beach,0.235,3307203.72552079,0,0,0,5.0255157704,0.137,0.652,22.337,8.21,0,1,1,0.003,7
12,2020-08-03,Pike's Point Beach,0.303,1733571.85495878,0,0,0,5.222,0.151,0.622,22.587,8.27,0,1,1,0.003,8
13,2020-08-10,Pike's Point Beach,0.058,4123761.94483789,0,0,0,4.878,0.282,0.562,24.841,8.33636363636364,0,1,1,0.002,8
14,2020-08-18,Pike's Point Beach,0.522,1886034.12584099,59688.4017639827,0,0,4.078,0.112,0.752,22.826,8.33636363636364,0.0316475725153527,1,1,0.003,8
15,2020-08-25,Pike's Point Beach,0.325,1375382.07051522,0,0,0,3.993,0.148,0.71,22.362,8.34,0,1,1,0.002,8
16,2020-09-02,Pike's Point Beach,0.11,668313.403867786,0,0,0,4.92379,0.306,0.622,22.819,8.49,0,1,NA,0.01,9
1,2020-05-19,Pleasant Creek,0,4907243.16487029,0,0,0,5.908,0.019,0.601,7.788,8.49,0,1,1,0.001,5
2,2020-05-26,Pleasant Creek,0.145,7302057.68880693,0,0,0,5.632,0.048,0.788,7.249,8.56,0,1,1,0.001,5
3,2020-06-02,Pleasant Creek,0,4610870.40528361,0,0,0,3.171,0.064,0.818,7.932,8.56,0,1,1,0.002,6
4,2020-06-09,Pleasant Creek,0.08,2151943.57924619,0,0,0,5.09312,0.251,0.879,7.444,8.61,0,1,1,0,6
5,2020-06-16,Pleasant Creek,0.015,2083483.42410109,0,0,0,5.39154,0.124,0.858,7.158,8.67,0,1,1,0.002,6
6,2020-06-23,Pleasant Creek,0.18,5807358.43999319,0,0,0,5.434,0.173,0.846,7.331,8.43,0,1,1,0.002,6
7,2020-06-30,Pleasant Creek,0,3721748.70890675,0,0,0,4.924,0.118,0.807,6.553,8.69,0,1,1,0,6
8,2020-07-06,Pleasant Creek,0,13097908.3546125,0,0,0,5.102,0.21,0.929,7.418,8.68,0,1,1,0.002,7
9,2020-07-13,Pleasant Creek,0.587,6514004.36795675,0,0,0,4.147,0.279,0.861,7.183,8.36,0,1,1,0.003,7
10,2020-07-21,Pleasant Creek,0.61,5138924.93674635,0,0,0,4.32,0.114,0.802,13.429,8.54,0,1,1,0.008,7
11,2020-07-28,Pleasant Creek,0.005,7298767.04969752,0,0,0,4.023,0.184,0.879,7.524,8.59,0,1,1,0.002,7
12,2020-08-04,Pleasant Creek,0.335,2546514.9144594,0,0,0,3.39,0.297,1.017,7.578,8.49,0,1,1,0.003,8
13,2020-08-11,Pleasant Creek,0.097,1640652.92262824,0,0,0,4.562,0.318,0.989,8.509,8.25,0,1,NA,0,8
1,2020-05-20,Prairie Rose Beach,0,9178934.68343221,0,0,0,4.171,0.027,0.715,11.739,8.68,0,1,1,0,5
2,2020-05-27,Prairie Rose Beach,0.015,10357579.3945223,0,0,0,4.429,0.04,0.637,11.6,8.36,0,1,1,0,5
3,2020-06-03,Prairie Rose Beach,0,2508281.55395128,0,0,0,4.02,0.058,0.699,11.847,8.71,0,1,1,0.003,6
4,2020-06-10,Prairie Rose Beach,0.007,3313350.22981087,0,0,0,4.32416,0.195,0.737,11.31,8.46,0,1,1,0.003,6
5,2020-06-17,Prairie Rose Beach,0,2114482.2839181,0,0,0,4.61336,0.186,0.727,11.484,8.6,0,1,1,0.021,6
6,2020-06-24,Prairie Rose Beach,0.22,4672000.06464188,0,0,0,4.806,0.052,1.334,12.139,8.64,0,1,1,0.003,6
7,2020-07-01,Prairie Rose Beach,0.472,1663759.80368976,32885.8932409236,0,0,4.759,0.299,2.398,11.794,8.37,0.0197660101944955,1,1,0.006,7
9,2020-07-15,Prairie Rose Beach,0.955,3265180.42779795,76104.1039869881,0,0,4.824,0.298,1.098,12.333,8.28,0.0233077790553562,1,1,0.007,7
10,2020-07-22,Prairie Rose Beach,0.305,11108902.9826039,34626.7699203611,0,0,5.045,0.203,1.694,9.021,8.82923076923077,0.00311702874483512,1,1,0.004,7
11,2020-07-28,Prairie Rose Beach,0.38,2127811.84421893,0,0,0,6.2228484104,0.248,2.996,12.742,9.08,0,1,1,0.009,7
12,2020-08-04,Prairie Rose Beach,0.592,11710463.4093032,233110.305531612,0,0,5.526,0.361,3.021,13.951,8.93625,0.0199061554939338,1,1,0.052,8
13,2020-08-12,Prairie Rose Beach,0.3,1636819.22289021,75396.5308438655,0,0,5.287,0.249,2.802,13.962,8.93625,0.0460628332008065,1,1,0.005,8
15,2020-08-24,Prairie Rose Beach,0.98,8945337.79493091,0,0,0,4.064,0.216,2.442,13.715,8.93625,0,1,1,0.009,8
16,2020-08-31,Prairie Rose Beach,0.408,2859512.58756677,0,0,0,5.89788,0.197,2.258,15.664,8.93625,0,1,NA,0.019,8
1,2020-05-18,Red Haw Beach,0.165,7610126.64009206,0,0,0,8.032,0.064,0.965,6.101,7.9,0,1,1,0.013,5
2,2020-05-27,Red Haw Beach,0.095,7113491.41607499,0,0,0,5.584,0.104,0.975,6.073,7.7,0,1,1,0.011,5
3,2020-06-01,Red Haw Beach,0,21044733.0535822,48556.1284343913,0,0,7.227,0.061,1.012,6.11,7.9,0.00230728174649505,1,1,0.003,6
4,2020-06-08,Red Haw Beach,0,4075329.17826324,0,0,0,7.74704,0.287,0.983,6.096,8.35,0,1,1,0.001,6
5,2020-06-15,Red Haw Beach,0.115,4394064.7891573,0,0,0,7.70418,0.173,1.167,6.364,8.41,0,1,1,0.002,6
6,2020-06-22,Red Haw Beach,0.208,1837412.21409113,0,0,0,8.481,0.006,1.55,6.001,9.08,0,1,1,0.001,6
7,2020-06-29,Red Haw Beach,0,6947851.61058275,0,0,0,7.886,0.136,1.159,5.955,7.97,0,1,1,0,6
8,2020-07-06,Red Haw Beach,0.227,1710592.7444887,21827.032789469,0,0,7.37,0.192,1.017,6.609,8.55,0.0127599236345371,1,1,0.001,7
9,2020-07-14,Red Haw Beach,0.585,5829011.75783179,0,0,0,6.995,0.3,1.204,6.271,8.41,0,1,1,0,7
10,2020-07-20,Red Haw Beach,0.245,6268553.30230185,0,0,0,3.469,0.14,1.322,6.351,8.65,0,1,1,0.005,7
11,2020-07-27,Red Haw Beach,0.088,5887319.09462842,0,0,0,6.9444076222,0.158,1.062,6.335,8.28,0,1,1,0.002,7
12,2020-08-03,Red Haw Beach,0.298,1776707.51282415,0,349058.060344222,0,3.902,0.329,1.215,6.199,7.69,0,1,1,0.001,8
13,2020-08-11,Red Haw Beach,0.04,1887457.87200958,0,259136.489217146,0,6.887,0.153,1.104,6.624,7.87,0,1,1,0,8
14,2020-08-18,Red Haw Beach,0.267,6472662.84915424,290736.655515635,620352.467930671,0,5.565,0.268,1.068,6.004,7.73,0.0449176269939078,1,1,0.001,8
15,2020-08-25,Red Haw Beach,0.463,2091919.96258309,0,0,0,5.866,0.165,1.127,6.261,7.87,0,1,1,0.001,8
16,2020-09-01,Red Haw Beach,0.218,1810600.21939334,0,0,0,6.91896,0.201,1.139,7.283,8.08825,0,1,NA,0.022,9
1,2020-05-18,Rock Creek Beach,0.007,1885226.20155865,0,0,0,4.558,0.09,1.457,12.256,8.56,0,1,1,0.001,5
2,2020-05-26,Rock Creek Beach,0.403,7692364.96385114,0,0,0,3.993,0.115,1.208,11.57,8.65,0,1,1,0.002,5
3,2020-06-01,Rock Creek Beach,0,19591218.7221809,0,0,0,4.079,0.135,1.359,12.42,8.49,0,1,1,0.003,6
4,2020-06-08,Rock Creek Beach,0.175,5903196.97199528,0,0,0,3.92672,0.297,1.569,11.965,7.97,0,1,1,0.004,6
5,2020-06-15,Rock Creek Beach,0.243,2393434.30708467,0,0,0,3.56216,0.199,1.889,12.358,7.7,0,1,1,0.052,6
6,2020-06-22,Rock Creek Beach,0.168,4660519.20032673,0,0,0,3.398,0.104,1.365,13.067,8.16,0,1,1,0.008,6
7,2020-07-01,Rock Creek Beach,0,9731521.50146264,0,0,0,3.627,0.221,1.019,11.687,8.38,0,1,1,0.003,7
8,2020-07-06,Rock Creek Beach,0.575,2325667.52404935,0,0,0,3.191,0.311,0.623,11.664,8.5,0,1,1,0.003,7
9,2020-07-13,Rock Creek Beach,0.642,9923943.37775777,0,0,0,3.094,0.217,1.415,23.428,8.38,0,1,1,0.004,7
10,2020-07-20,Rock Creek Beach,0.108,8719013.58832259,0,0,0,3.855,0.267,1.5,12.976,8.57,0,1,1,0.096,7
11,2020-07-27,Rock Creek Beach,0.273,9209272.37115095,38613.2902832513,0,0,3.839491272,0.37,1.376,13.069,8.17,0.00419287091607928,1,1,0.001,7
12,2020-08-03,Rock Creek Beach,0.67,2174586.76455211,179323.859347067,0,0,3.082,0.29,1.972,13.255,8.34,0.0824634189218021,1,1,0.006,8
13,2020-08-10,Rock Creek Beach,3.278,22373999.4654669,1068488.66807525,0,0,4.99,0.574,3.462,14.178,8.93,0.0477558189685491,1,1,0.004,8
14,2020-08-19,Rock Creek Beach,1.242,1699571.38181737,70259.9851977756,0,0,3.166,0.525,1.786,12.352,8.75,0.0413398259993328,1,1,0.009,8
15,2020-08-26,Rock Creek Beach,0.837,1408029.4603531,28843.7667947826,0,0,3.245,0.268,1.6,19.012,8.78,0.0204852012027855,1,1,0.025,8
16,2020-09-02,Rock Creek Beach,0.895,2226047.97828511,20751.2247054589,0,0,4.41579,0.31,1.476,15.271,8.99,0.00932200244913193,1,NA,0.053,9
1,2020-05-20,Springbrook Beach,0.055,7181858.5990753,0,0,0,3.984,0.004,1.019,7.993,8.49,0,1,1,0.001,5
2,2020-05-27,Springbrook Beach,0.233,2243277.34432882,0,0,0,4.841,0.044,0.908,8.09,8.45,0,1,1,0.003,5
3,2020-06-03,Springbrook Beach,0,1933307.59341259,0,0,0,4.159,0.065,0.89,8.047,8.46,0,1,1,0.007,6
